,Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI
157941,07/25/2021,40015,30,Caddo County,OK,46.2,13292,13292.0,55.4,12804,59.3,4481,92.2,93.5,14949.0,52.0,14948.0,62.3,14256.0,66.0,4833.0,99.4,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
158014,07/25/2021,40101,30,Muskogee County,OK,34.1,23167,23167.0,40.6,22443,43.7,8553,73.7,93.5,28611.0,42.1,28610.0,50.2,27525.0,53.6,10047.0,86.6,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
158048,07/25/2021,40075,30,Kiowa County,OK,38.9,3391,3391.0,46.5,3319,50.2,1394,81.4,93.5,3902.0,44.8,3902.0,53.5,3803.0,57.5,1608.0,93.9,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
158058,07/25/2021,40047,30,Garfield County,OK,33.5,20445,20445.0,40.5,19865,43.8,7412,73.7,93.5,23896.0,39.1,23896.0,47.3,23072.0,50.8,8242.0,82.0,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
158078,07/25/2021,40017,30,Canadian County,OK,40.9,60728,60728.0,49.4,57985,52.8,15210,77.2,93.5,70369.0,47.4,70367.0,57.2,66580.0,60.7,17126.0,86.9,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
158095,07/25/2021,40005,30,Atoka County,OK,25.8,3547,3547.0,30.3,3526,33.0,1479,53.7,93.5,3910.0,28.4,3910.0,33.4,3867.0,36.2,1591.0,57.8,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
158114,07/25/2021,40107,30,Okfuskee County,OK,34.2,4096,4096.0,40.1,3996,43.2,1622,75.4,93.5,4672.0,39.0,4671.0,45.8,4525.0,48.9,1675.0,77.8,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
158128,07/25/2021,40145,30,Wagoner County,OK,33.2,26951,26951.0,39.2,26096,42.2,8960,65.6,93.5,31170.0,38.3,31168.0,45.4,29916.0,48.4,9886.0,72.4,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
158186,07/25/2021,40079,30,Le Flore County,OK,27.4,13682,13682.0,32.4,13423,35.4,5720,62.8,93.5,15669.0,31.4,15669.0,37.1,15268.0,40.3,6166.0,67.7,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
158203,07/25/2021,40069,30,Johnston County,OK,29.7,3290,3290.0,35.1,3230,38.3,1309,59.7,93.5,3920.0,35.4,3920.0,41.9,3839.0,45.6,1494.0,68.2,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
158295,07/25/2021,40039,30,Custer County,OK,34.5,10017,10017.0,41.5,9722,44.6,3149,76.8,93.5,11743.0,40.5,11741.0,48.6,11298.0,51.8,3486.0,85.0,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
158342,07/25/2021,40109,30,Oklahoma County,OK,45.6,363395,363385.0,55.1,345808,58.1,91448,81.8,93.5,428272.0,53.7,428233.0,64.9,403642.0,67.9,102465.0,91.6,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
158369,07/25/2021,40087,30,McClain County,OK,35.8,14472,14472.0,42.6,14038,46.6,4718,74.1,93.5,16733.0,41.3,16733.0,49.2,16105.0,53.4,5193.0,81.6,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
158459,07/25/2021,40105,30,Nowata County,OK,27.8,2806,2806.0,32.7,2760,35.3,1176,59.0,93.5,3522.0,35.0,3522.0,41.0,3451.0,44.1,1402.0,70.3,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
158490,07/25/2021,UNK,30,Unknown County,OK,0.0,102620,102600.0,0.0,100755,0.0,25932,0.0,93.5,130068.0,0.0,130022.0,0.0,127237.0,0.0,33104.0,0.0,,,,,
158562,07/25/2021,40031,30,Comanche County,OK,38.0,45943,45943.0,45.4,44131,47.8,11571,74.2,93.5,55659.0,46.1,55655.0,55.0,52805.0,57.2,13369.0,85.7,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
158564,07/25/2021,40085,30,Love County,OK,30.6,3135,3135.0,36.4,3073,39.4,1215,60.5,93.5,3721.0,36.3,3721.0,43.2,3625.0,46.5,1388.0,69.2,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
158781,07/25/2021,40147,30,Washington County,OK,30.6,15767,15767.0,36.3,15270,38.9,6204,60.9,93.5,19163.0,37.2,19162.0,44.1,18410.0,46.9,7426.0,72.9,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
158870,07/25/2021,40067,30,Jefferson County,OK,31.0,1858,1858.0,36.8,1843,40.5,858,66.6,93.5,2120.0,35.3,2120.0,42.0,2088.0,45.9,961.0,74.6,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
158873,07/25/2021,40127,30,Pushmataha County,OK,24.3,2693,2693.0,28.3,2670,30.8,1339,51.1,93.5,3005.0,27.1,3005.0,31.6,2960.0,34.1,1424.0,54.4,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
158930,07/25/2021,40099,30,Murray County,OK,33.9,4764,4764.0,39.7,4688,43.3,1835,64.7,93.5,5359.0,38.1,5359.0,44.6,5241.0,48.4,2011.0,70.9,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
158948,07/25/2021,40003,30,Alfalfa County,OK,36.3,2071,2071.0,41.9,2064,44.9,764,66.1,93.5,2233.0,39.2,2232.0,45.1,2220.0,48.3,829.0,71.8,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
158968,07/25/2021,40037,30,Creek County,OK,30.1,21517,21517.0,35.4,21014,38.4,8131,62.3,93.5,25145.0,35.2,25144.0,41.4,24411.0,44.6,9162.0,70.2,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
159071,07/25/2021,40071,30,Kay County,OK,30.4,13217,13216.0,36.3,12936,39.6,5759,67.7,93.5,15607.0,35.8,15604.0,42.9,15176.0,46.4,6527.0,76.7,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
159096,07/25/2021,40043,30,Dewey County,OK,20.2,987,987.0,24.7,979,27.6,493,55.5,93.5,1077.0,22.0,1077.0,27.0,1063.0,29.9,516.0,58.1,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Mod-High VC/Low SVI
159104,07/25/2021,40135,30,Sequoyah County,OK,27.2,11295,11295.0,32.0,11046,34.6,4502,57.5,93.5,12948.0,31.1,12945.0,36.7,12557.0,39.3,4893.0,62.5,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
159150,07/25/2021,40033,30,Cotton County,OK,31.6,1792,1792.0,36.9,1742,39.5,757,65.1,93.5,2082.0,36.7,2082.0,42.9,2005.0,45.5,863.0,74.2,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
159153,07/25/2021,40117,30,Pawnee County,OK,35.1,5744,5744.0,41.3,5554,44.3,2220,69.5,93.5,6694.0,40.9,6694.0,48.1,6441.0,51.3,2512.0,78.7,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
159176,07/25/2021,40093,30,Major County,OK,35.6,2717,2717.0,42.9,2680,47.3,1293,82.7,93.5,3062.0,40.1,3062.0,48.3,3015.0,53.2,1415.0,90.5,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
159201,07/25/2021,40055,30,Greer County,OK,28.0,1599,1597.0,32.1,1569,34.3,731,71.8,93.5,1826.0,32.0,1824.0,36.7,1780.0,38.9,839.0,82.4,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,High VC/High SVI
159240,07/25/2021,40123,30,Pontotoc County,OK,38.1,14605,14605.0,45.6,14138,48.6,4315,67.9,93.5,17192.0,44.9,17191.0,53.6,16564.0,57.0,4836.0,76.1,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
159333,07/25/2021,40141,30,Tillman County,OK,33.8,2450,2450.0,39.7,2404,43.1,1016,69.3,93.5,2864.0,39.5,2864.0,46.4,2795.0,50.1,1159.0,79.0,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
159541,07/25/2021,40061,30,Haskell County,OK,28.7,3618,3618.0,33.7,3575,37.0,1651,64.1,93.5,4134.0,32.7,4133.0,38.5,4064.0,42.0,1777.0,69.0,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
159726,07/25/2021,40091,30,McIntosh County,OK,40.6,7962,7962.0,46.4,7832,49.7,3870,76.3,93.5,9064.0,46.3,9064.0,52.9,8870.0,56.3,4249.0,83.8,High,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
159756,07/25/2021,40149,30,Washita County,OK,28.1,3069,3067.0,33.4,3005,36.5,1251,61.4,93.5,3727.0,34.1,3725.0,40.6,3634.0,44.1,1497.0,73.5,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
159767,07/25/2021,40151,30,Woods County,OK,30.1,2646,2646.0,35.1,2601,37.2,1117,73.0,93.5,3050.0,34.7,3050.0,40.5,2972.0,42.5,1222.0,79.9,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI
159806,07/25/2021,40119,30,Payne County,OK,35.8,29277,29276.0,40.9,28135,42.5,7952,74.7,93.5,34337.0,42.0,34335.0,48.0,32759.0,49.4,9044.0,84.9,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
159807,07/25/2021,40009,30,Beckham County,OK,30.6,6679,6678.0,36.8,6545,39.9,2259,70.3,93.5,7585.0,34.7,7584.0,41.8,7397.0,45.1,2512.0,78.1,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,High VC/Mod-High SVI
159853,07/25/2021,40097,30,Mayes County,OK,29.7,12222,12222.0,35.0,11989,38.0,4851,62.5,93.5,14958.0,36.4,14958.0,42.9,14587.0,46.2,5721.0,73.7,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
159893,07/25/2021,40025,30,Cimarron County,OK,21.1,450,450.0,25.4,449,28.2,239,44.0,93.5,502.0,23.5,502.0,28.4,499.0,31.4,267.0,49.2,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
159927,07/25/2021,40001,30,Adair County,OK,22.6,5016,5016.0,27.5,4862,30.0,1853,52.7,93.5,6757.0,30.4,6757.0,37.1,6519.0,40.2,2230.0,63.4,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
159959,07/25/2021,40131,30,Rogers County,OK,32.8,30306,30305.0,38.5,29443,41.4,10853,70.5,93.5,35160.0,38.0,35158.0,44.6,33939.0,47.7,11945.0,77.6,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
159975,07/25/2021,40139,30,Texas County,OK,30.2,6042,6042.0,37.5,5927,41.3,1618,68.5,93.5,7163.0,35.8,7163.0,44.5,6964.0,48.6,1780.0,75.4,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
160055,07/25/2021,40121,30,Pittsburg County,OK,31.3,13671,13670.0,36.7,13392,39.5,5385,60.6,93.5,16074.0,36.8,16072.0,43.2,15672.0,46.2,5980.0,67.3,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
160072,07/25/2021,40137,30,Stephens County,OK,34.7,14957,14957.0,40.7,14665,44.2,6400,73.0,93.5,17618.0,40.8,17616.0,47.9,17177.0,51.7,7334.0,83.7,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
160088,07/25/2021,40129,30,Roger Mills County,OK,26.4,946,946.0,31.1,940,34.7,433,55.0,93.5,1048.0,29.2,,0.0,,0.0,,0.0,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
160137,07/25/2021,40073,30,Kingfisher County,OK,32.2,5079,5078.0,39.1,4954,42.9,1747,67.7,93.5,6082.0,38.6,6081.0,46.8,5907.0,51.1,2018.0,78.2,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
160138,07/25/2021,40027,30,Cleveland County,OK,39.3,111478,111477.0,45.4,105778,47.3,27464,70.1,93.5,127373.0,44.8,127361.0,51.9,119653.0,53.5,29935.0,76.4,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
160153,07/25/2021,40011,30,Blaine County,OK,32.5,3061,3061.0,39.1,2995,42.7,1135,59.5,93.5,3598.0,38.2,3598.0,45.9,3490.0,49.7,1295.0,67.9,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
160196,07/25/2021,40133,30,Seminole County,OK,36.4,8818,8818.0,43.2,8604,47.0,3281,73.7,93.5,10092.0,41.6,10092.0,49.4,9751.0,53.3,3543.0,79.6,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
160205,07/25/2021,40089,30,McCurtain County,OK,22.3,7319,7318.0,26.8,7239,29.5,3326,54.6,93.5,8588.0,26.2,8587.0,31.5,8463.0,34.5,3623.0,59.4,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
160244,07/25/2021,40013,30,Bryan County,OK,26.9,12929,12929.0,32.0,12692,34.5,5167,59.8,93.5,14926.0,31.1,14926.0,36.9,14556.0,39.5,5690.0,65.8,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
160319,07/25/2021,40035,30,Craig County,OK,38.2,5408,5408.0,44.4,5305,47.7,2203,77.4,93.5,6573.0,46.5,6573.0,54.0,6427.0,57.8,2607.0,91.6,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
160327,07/25/2021,40049,30,Garvin County,OK,34.9,9668,9668.0,41.7,9474,45.4,3904,77.3,93.5,11073.0,40.0,11073.0,47.7,10797.0,51.7,4263.0,84.4,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
160359,07/25/2021,40045,30,Ellis County,OK,27.4,1058,1058.0,31.8,1049,35.2,569,63.6,93.5,1185.0,30.7,1185.0,35.7,1172.0,39.3,645.0,72.1,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
160361,07/25/2021,40111,30,Okmulgee County,OK,29.7,11437,11437.0,35.1,11256,38.2,4568,62.4,93.5,13395.0,34.8,13395.0,41.1,13106.0,44.5,5080.0,69.4,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
160383,07/25/2021,40125,30,Pottawatomie County,OK,33.5,24317,24317.0,39.6,23557,42.3,8747,72.6,93.5,28268.0,38.9,28263.0,46.0,27140.0,48.8,9476.0,78.6,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
160439,07/25/2021,40143,30,Tulsa County,OK,43.6,284226,284223.0,52.5,272226,55.8,80358,83.3,93.5,328022.0,50.3,328001.0,60.5,311398.0,63.8,87797.0,91.0,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
160531,07/25/2021,40051,30,Grady County,OK,27.1,15147,15145.0,31.9,14780,34.7,5458,58.5,93.5,17082.0,30.6,17080.0,36.0,16566.0,38.9,5956.0,63.8,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
160551,07/25/2021,40029,30,Coal County,OK,29.1,1597,1597.0,34.3,1582,37.7,700,60.7,93.5,1769.0,32.2,1769.0,38.0,1741.0,41.5,744.0,64.5,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
160562,07/25/2021,40103,30,Noble County,OK,44.2,4915,4915.0,52.2,4780,56.2,1835,82.4,93.5,5666.0,50.9,5666.0,60.2,5471.0,64.3,2026.0,91.0,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
160749,07/25/2021,40065,30,Jackson County,OK,36.4,8941,8940.0,44.1,8757,47.5,2784,74.5,93.5,10518.0,42.9,10517.0,51.8,10218.0,55.4,3092.0,82.7,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
160763,07/25/2021,40115,30,Ottawa County,OK,24.4,7580,7579.0,29.2,7421,31.6,3291,57.2,93.5,9468.0,30.4,9466.0,36.5,9222.0,39.3,3934.0,68.4,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
160823,07/24/2021,40069,29,Johnston County,OK,29.7,3290,3290.0,35.1,3230,38.3,1309,59.7,93.5,3919.0,35.4,3919.0,41.9,3838.0,45.5,1494.0,68.2,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
160861,07/24/2021,40041,29,Delaware County,OK,25.7,11033,11033.0,29.4,10806,31.4,5355,49.5,93.5,14672.0,34.1,14671.0,39.0,14297.0,41.5,6861.0,63.4,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI
160881,07/24/2021,40121,29,Pittsburg County,OK,31.3,13666,13665.0,36.7,13387,39.5,5384,60.6,93.5,16045.0,36.8,16043.0,43.1,15643.0,46.1,5975.0,67.3,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
160915,07/24/2021,40065,29,Jackson County,OK,36.4,8926,8925.0,44.0,8742,47.4,2783,74.5,93.5,10510.0,42.8,10509.0,51.8,10210.0,55.4,3092.0,82.7,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
161010,07/24/2021,40015,29,Caddo County,OK,46.2,13286,13286.0,55.4,12801,59.2,4480,92.2,93.5,14936.0,51.9,14935.0,62.2,14247.0,65.9,4833.0,99.4,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
161135,07/24/2021,40053,29,Grant County,OK,30.7,1332,1332.0,36.5,1316,39.9,652,67.4,93.5,1607.0,37.1,1607.0,44.0,1587.0,48.2,761.0,78.7,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
161165,07/24/2021,UNK,29,Unknown County,OK,0.0,102560,102540.0,0.0,100703,0.0,25921,0.0,93.5,129935.0,0.0,129889.0,0.0,127124.0,0.0,33089.0,0.0,,,,,
161295,07/24/2021,40043,29,Dewey County,OK,20.2,987,987.0,24.7,979,27.6,493,55.5,93.5,1077.0,22.0,1077.0,27.0,1063.0,29.9,516.0,58.1,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Mod-High VC/Low SVI
161301,07/24/2021,40117,29,Pawnee County,OK,35.1,5743,5743.0,41.3,5553,44.2,2220,69.5,93.5,6683.0,40.8,6683.0,48.0,6432.0,51.3,2510.0,78.6,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
161323,07/24/2021,40077,29,Latimer County,OK,24.5,2470,2470.0,28.6,2430,30.8,1030,46.2,93.5,2694.0,26.7,2694.0,31.2,2629.0,33.4,1066.0,47.8,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI
161430,07/24/2021,40023,29,Choctaw County,OK,22.9,3364,3364.0,27.3,3329,29.9,1664,53.7,93.5,3875.0,26.4,3875.0,31.4,3809.0,34.2,1823.0,58.9,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
161447,07/24/2021,40073,29,Kingfisher County,OK,32.2,5079,5078.0,39.1,4954,42.9,1747,67.7,93.5,6081.0,38.6,6080.0,46.8,5906.0,51.1,2017.0,78.2,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
161490,07/24/2021,40131,29,Rogers County,OK,32.8,30303,30302.0,38.5,29440,41.4,10852,70.5,93.5,35128.0,38.0,35126.0,44.6,33910.0,47.7,11942.0,77.5,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
161502,07/24/2021,40111,29,Okmulgee County,OK,29.7,11437,11437.0,35.1,11256,38.2,4568,62.4,93.5,13393.0,34.8,13393.0,41.1,13104.0,44.5,5080.0,69.4,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
161507,07/24/2021,40151,29,Woods County,OK,30.1,2646,2646.0,35.1,2601,37.2,1117,73.0,93.5,3050.0,34.7,3050.0,40.5,2972.0,42.5,1222.0,79.9,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI
161540,07/24/2021,40051,29,Grady County,OK,27.1,15146,15144.0,31.9,14779,34.7,5458,58.5,93.5,17069.0,30.6,17067.0,36.0,16553.0,38.9,5956.0,63.8,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
161641,07/24/2021,40047,29,Garfield County,OK,33.5,20438,20438.0,40.5,19858,43.8,7412,73.7,93.5,23872.0,39.1,23872.0,47.3,23051.0,50.8,8242.0,82.0,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
161646,07/24/2021,40105,29,Nowata County,OK,27.8,2805,2805.0,32.7,2759,35.3,1176,59.0,93.5,3515.0,34.9,3515.0,41.0,3448.0,44.1,1401.0,70.3,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
161700,07/24/2021,40075,29,Kiowa County,OK,38.9,3389,3389.0,46.5,3319,50.2,1394,81.4,93.5,3902.0,44.8,3902.0,53.5,3803.0,57.5,1608.0,93.9,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
161734,07/24/2021,40139,29,Texas County,OK,30.2,6042,6042.0,37.5,5927,41.3,1618,68.5,93.5,7162.0,35.8,7162.0,44.5,6963.0,48.6,1780.0,75.4,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
161804,07/24/2021,40025,29,Cimarron County,OK,21.1,450,450.0,25.4,449,28.2,239,44.0,93.5,502.0,23.5,502.0,28.4,499.0,31.4,267.0,49.2,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
161805,07/24/2021,40031,29,Comanche County,OK,38.0,45873,45873.0,45.3,44074,47.7,11570,74.2,93.5,55400.0,45.9,55396.0,54.7,52587.0,57.0,13367.0,85.7,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
161815,07/24/2021,40027,29,Cleveland County,OK,39.2,111461,111460.0,45.4,105762,47.3,27464,70.1,93.5,127289.0,44.8,127277.0,51.9,119593.0,53.4,29930.0,76.4,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
161947,07/24/2021,40079,29,Le Flore County,OK,27.4,13674,13674.0,32.4,13416,35.4,5719,62.8,93.5,15637.0,31.4,15637.0,37.1,15240.0,40.2,6163.0,67.7,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
