,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
32795,01/01/2021,OR,113909,112189.0,1720.0,0,0.0,1477,1462.0,15.0,0,0.0,01/02/2021 02:50:51 PM,Agree,Agree
32840,04/01/2021,VA,622339,486047.0,136292.0,1537,528.0,10279,8626.0,1653.0,10,-1.0,04/02/2021 01:56:15 PM,Agree,Agree
32857,04/01/2021,SC,554658,465801.0,88857.0,952,417.0,9240,,,9,0.0,04/01/2021 12:00:00 AM,Agree,Not agree
32902,03/01/2021,RI,126423,,,166,0.0,2546,,,3,0.0,09/10/2021 02:24:00 PM,Not agree,
32926,06/01/2021,RI,151609,,,9,0.0,2719,,,1,0.0,09/10/2021 02:24:00 PM,Not agree,
32927,06/01/2021,NJ,1016490,887834.0,128656.0,158,23.0,26219,23549.0,2670.0,7,0.0,06/02/2021 02:35:40 PM,Agree,Agree
32931,04/01/2021,NJ,914422,804037.0,110385.0,5606,960.0,24591,22023.0,2568.0,30,0.0,04/02/2021 01:56:15 PM,Agree,Agree
32971,02/01/2021,AZ,762593,714249.0,48344.0,3744,213.0,13124,11707.0,1417.0,4,-1.0,02/02/2021 02:51:51 PM,Agree,Agree
33089,01/01/2021,RI,90466,,,886,0.0,1934,,,19,0.0,09/10/2021 02:24:00 PM,Not agree,
33095,08/01/2021,LA,549083,,,3702,801.0,11017,9940.0,1077.0,9,2.0,08/02/2021 02:03:57 PM,Not agree,Agree
33167,09/01/2021,DC,55570,,,139,0.0,1161,,,1,0.0,09/02/2021 01:49:05 PM,,
33237,07/01/2021,KY,464784,349612.0,115172.0,182,68.0,7354,6592.0,762.0,1,0.0,07/03/2021 12:00:00 AM,Agree,Agree
33318,07/01/2021,RI,152299,,,14,0.0,2736,,,0,0.0,09/10/2021 02:24:00 PM,Not agree,
33436,02/01/2021,FSM,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,02/02/2021 02:51:51 PM,Agree,Agree
33463,01/01/2021,NJ,533587,,,5803,302.0,19160,17139.0,2021.0,118,0.0,01/01/2021 12:00:00 AM,Not agree,Agree
33579,09/01/2021,VA,774098,588681.0,185417.0,4256,1793.0,11880,10035.0,1845.0,19,2.0,09/02/2021 01:49:05 PM,Agree,Agree
33701,03/01/2021,NJ,792496,704362.0,88134.0,3140,503.0,23273,20942.0,2331.0,21,0.0,03/02/2021 02:54:47 PM,Agree,Agree
33904,09/01/2021,WY,76007,62572.0,13435.0,871,250.0,858,858.0,0.0,0,0.0,09/02/2021 01:49:05 PM,Agree,Agree
33929,05/01/2021,SC,579453,481637.0,97816.0,704,222.0,9557,,,14,4.0,05/01/2021 12:00:00 AM,Agree,Not agree
34006,09/01/2021,KY,581982,429275.0,152707.0,4931,1599.0,7776,6962.0,814.0,12,3.0,09/02/2021 01:49:05 PM,Agree,Agree
34033,03/01/2021,SC,524560,446554.0,78006.0,1034,262.0,8779,,,24,3.0,03/01/2021 12:00:00 AM,Agree,Not agree
34106,04/01/2021,MN,521667,,,2138,410.0,6938,6483.0,455.0,12,2.0,04/02/2021 01:56:15 PM,,Agree
34130,06/01/2021,SC,592412,489862.0,102550.0,160,39.0,9760,,,6,0.0,06/01/2021 12:00:00 AM,Agree,Not agree
34218,05/01/2021,LA,458834,,,253,78.0,10382,9464.0,918.0,0,0.0,05/02/2021 02:13:07 PM,Not agree,Agree
34258,04/01/2021,RI,137939,,,492,0.0,2632,,,3,0.0,09/10/2021 02:24:00 PM,Not agree,
34262,06/01/2021,OR,201649,201649.0,0.0,174,0.0,2674,2674.0,0.0,3,0.0,06/02/2021 02:35:40 PM,Agree,Agree
34320,08/01/2021,OR,221117,221117.0,0.0,681,0.0,2860,2860.0,0.0,1,0.0,08/02/2021 02:03:57 PM,Agree,Agree
34468,06/01/2021,FSM,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,06/02/2021 02:35:40 PM,Agree,Agree
34503,06/01/2021,MN,601517,,,67,8.0,7520,7017.0,503.0,1,0.0,06/02/2021 02:35:40 PM,,Agree
34505,02/01/2021,NJ,700346,626645.0,73701.0,3517,413.0,21513,19384.0,2129.0,29,0.0,02/02/2021 02:51:51 PM,Agree,Agree
34511,03/01/2021,DC,40684,,,86,0.0,1019,,,2,0.0,03/02/2021 02:54:47 PM,,
34513,06/01/2021,VA,675783,525896.0,149887.0,186,17.0,11206,9457.0,1749.0,12,4.0,06/02/2021 02:35:40 PM,Agree,Agree
34551,03/01/2021,MN,485230,,,636,112.0,6554,6215.0,339.0,3,0.0,03/02/2021 02:54:47 PM,,Agree
34598,08/01/2021,MN,613115,,,207,26.0,7765,7249.0,516.0,2,0.0,08/02/2021 02:03:57 PM,,Agree
34647,07/01/2021,OR,208834,208834.0,0.0,197,0.0,2778,2778.0,0.0,4,0.0,07/02/2021 01:55:07 PM,Agree,Agree
34655,04/01/2021,OR,165524,165524.0,0.0,512,0.0,2385,2385.0,0.0,2,0.0,04/02/2021 01:56:15 PM,Agree,Agree
34741,07/01/2021,DC,49362,,,7,0.0,1141,,,0,0.0,07/02/2021 01:55:07 PM,,
34903,05/01/2021,OR,185597,185597.0,0.0,785,0.0,2498,2498.0,0.0,3,0.0,05/02/2021 02:13:07 PM,Agree,Agree
35038,08/01/2021,AZ,929541,856546.0,72995.0,2306,260.0,18251,16270.0,1981.0,5,0.0,08/02/2021 02:03:57 PM,Agree,Agree
35067,03/01/2021,WY,54471,46147.0,8324.0,77,6.0,671,671.0,0.0,0,0.0,03/02/2021 02:54:47 PM,Agree,Agree
35093,01/01/2021,KY,280776,225008.0,55768.0,1495,353.0,4875,4405.0,470.0,49,5.0,01/03/2021 12:00:00 AM,Agree,Agree
35101,01/01/2021,SC,323467,291255.0,32212.0,5814,1255.0,5664,,,57,10.0,01/01/2021 12:00:00 AM,Agree,Not agree
35203,03/01/2021,LA,430504,,,404,105.0,9628,8941.0,687.0,20,2.0,03/02/2021 02:54:47 PM,Not agree,Agree
35220,05/01/2021,AZ,863571,800280.0,63291.0,1074,142.0,17338,15403.0,1935.0,14,3.0,05/02/2021 02:13:07 PM,Agree,Agree
35237,05/01/2021,FSM,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,05/02/2021 02:13:07 PM,Agree,Agree
35347,03/01/2021,AZ,818446,763277.0,55169.0,1039,55.0,15979,14100.0,1879.0,-1,-2.0,03/02/2021 02:54:47 PM,Agree,Agree
35365,08/01/2021,WY,65351,54573.0,10778.0,112,23.0,776,776.0,0.0,0,0.0,08/02/2021 02:03:57 PM,Agree,Agree
35464,04/01/2021,KY,431938,328644.0,103294.0,587,217.0,6948,6227.0,721.0,6,1.0,04/03/2021 12:00:00 AM,Agree,Agree
35544,07/01/2021,AZ,895347,826731.0,68616.0,472,72.0,17939,15976.0,1963.0,3,0.0,07/02/2021 01:55:07 PM,Agree,Agree
35545,02/01/2021,RI,115985,,,311,0.0,2358,,,8,0.0,09/10/2021 02:24:00 PM,Not agree,
35605,05/01/2021,NJ,998812,874256.0,124556.0,1589,260.0,25588,22963.0,2625.0,34,0.0,05/02/2021 02:13:07 PM,Agree,Agree
35608,05/01/2021,RI,148294,,,226,0.0,2682,,,1,0.0,09/10/2021 02:24:00 PM,Not agree,
35671,03/01/2021,FSM,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,03/02/2021 02:54:47 PM,Agree,Agree
35818,01/01/2021,FSM,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,01/02/2021 02:50:51 PM,Agree,Agree
35890,01/01/2021,DC,29252,,,269,0.0,788,,,2,0.0,01/02/2021 02:50:51 PM,,
35893,07/01/2021,SC,597690,493273.0,104417.0,195,84.0,9859,,,1,0.0,07/01/2021 12:00:00 AM,Agree,Not agree
35926,05/01/2021,WY,58191,49142.0,9049.0,49,8.0,707,707.0,0.0,0,0.0,05/02/2021 02:13:07 PM,Agree,Agree
35927,05/01/2021,MN,577524,,,1712,278.0,7247,6760.0,487.0,10,1.0,05/02/2021 02:13:07 PM,,Agree
35977,02/01/2021,OR,143373,141653.0,1720.0,957,0.0,1958,1943.0,15.0,1,0.0,02/02/2021 02:51:51 PM,Agree,Agree
35990,03/01/2021,VA,578559,455578.0,122981.0,1385,542.0,8943,7674.0,1269.0,160,16.0,03/02/2021 02:54:47 PM,Agree,Agree
36039,04/01/2021,DC,44656,,,143,0.0,1066,,,2,0.0,04/02/2021 01:56:15 PM,,
